Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,,,,
Jimmy,2024-06-02 04:53:20,00:05:46,,Your Honor: Season 1: Part Four (Episode 4),,,,,
Jimmy,2024-06-02 01:20:45,00:26:14,,Your Honor: Season 1: Part Four (Episode 4),,,,,
Jimmy,2024-06-02 01:08:46,00:00:13,,Your Honor: Season 1: Part Four (Episode 4),,,,,
Jimmy,2024-06-02 00:02:18,00:55:03,,Your Honor: Season 1: Part Three (Episode 3),,,,,
Jimmy,2024-06-02 00:02:01,00:00:03,,Your Honor: Season 1: Part Three (Episode 3),,,,,
Jimmy,2024-06-02 00:01:52,00:00:06,"Autoplayed: user action: None; ",Your Honor: Season 1_hook_03_16x9,HOOK,,,,
Jimmy,2024-06-02 00:01:34,00:00:12,"Autoplayed: user action: None; ",Your Honor: Season 1_hook_04_16x9,HOOK,,,,
Jimmy,2024-06-01 06:02:34,01:00:24,,Your Honor: Season 1: Part Two (Episode 2),,,,,
Jimmy,2024-06-01 05:07:15,00:54:57,,Your Honor: Season 1: Part One (Episode 1),,,,,
Jimmy,2024-06-01 04:55:30,00:00:16,"Autoplayed: user action: None; ",Your Honor: Season 1_hook_04_16x9,HOOK,,,,
Jimmy,2024-06-01 04:55:18,00:00:07,"Autoplayed: user action: None; ",Your Honor: Season 1_hook_05_16x9,HOOK,,,,
Jimmy,2024-06-01 04:53:31,00:01:43,"Autoplayed: user action: None; ",Your Honor: Season 1_hook_03_16x9,HOOK,,,,
Jimmy,2024-06-01 04:52:41,00:00:49,"Autoplayed: user action: None; ",Your Honor: Season 1_hook_04_16x9,HOOK,,,,
Jimmy,2024-06-01 04:48:58,00:00:29,,Better Call Saul: Season 1: Bingo (Episode 7),,,,,
Jimmy,2024-05-31 17:35:18,00:05:46,,Better Call Saul: Season 1: Bingo (Episode 7),,,,,
Jimmy,2024-05-31 17:30:17,00:05:00,,Better Call Saul: Season 1: Five-O (Episode 6),,,,,
Jimmy,2024-05-31 15:37:41,00:30:41,,Better Call Saul: Season 1: Five-O (Episode 6),,,,,
Jimmy,2024-05-31 04:31:38,00:04:49,,Better Call Saul: Season 1: Five-O (Episode 6),,,,,
Jimmy,2024-05-31 03:52:46,00:33:52,,Better Call Saul: Season 1: Alpine Shepherd Boy (Episode 5),,,,,
Jimmy,2024-05-30 18:01:30,00:10:21,,Better Call Saul: Season 1: Alpine Shepherd Boy (Episode 5),,,,,
Jimmy,2024-05-30 17:35:49,00:24:54,,Better Call Saul: Season 1: Hero (Episode 4),,,,,
Jimmy,2024-05-30 16:12:26,00:14:55,,Better Call Saul: Season 1: Hero (Episode 4),,,,,
Jimmy,2024-05-30 15:35:42,00:32:49,,Better Call Saul: Season 1: Nacho (Episode 3),,,,,
Jimmy,2024-05-30 04:30:23,00:22:21,,Better Call Saul: Season 1: Nacho (Episode 3),,,,,
Jimmy,2024-05-30 03:30:08,00:45:14,,Better Call Saul: Season 1: Mijo (Episode 2),,,,,
Jimmy,2024-05-30 02:47:05,00:39:20,,Better Call Saul: Season 1: Uno (Episode 1),,,,,
Jimmy,2024-05-30 02:46:41,00:00:22,"Autoplayed: user action: None; ",Season 6 Trailer: Better Call Saul,TRAILER,,,,
Jimmy,2024-05-30 02:46:08,00:00:28,"Autoplayed: user action: None; ",Patrick Melrose_hook_04_16x9,HOOK,,,,
Jimmy,2024-05-30 02:34:07,00:09:22,,Better Call Saul: Season 1: Uno (Episode 1),,,,,
Jimmy,2024-05-30 02:34:00,00:00:05,"Autoplayed: user action: None; ",Season 6 Trailer: Better Call Saul,TRAILER,,,,
Jimmy,2024-05-30 00:37:08,00:00:11,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_02_16x9,HOOK,,,,
Jimmy,2024-05-30 00:36:29,00:01:36,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_03_16x9,HOOK,,,,
Jimmy,2024-05-30 00:35:29,00:01:01,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_primary_16x9,HOOK,,,,
Jimmy,2024-05-30 00:34:55,00:00:20,"Autoplayed: user action: None; ",Season 6 Trailer: Better Call Saul,TRAILER,,,,
Jimmy,2024-05-30 00:34:41,00:00:11,"Autoplayed: user action: None; ",Season 6 Trailer: Better Call Saul,TRAILER,,,,
Jimmy,2024-05-30 00:00:53,00:22:05,,Breaking Bad: Season 5: Felina (Episode 16),,,,,
Jimmy,2024-05-29 19:07:36,00:23:33,,Breaking Bad: Season 5: Felina (Episode 16),,,,,
Jimmy,2024-05-29 18:12:09,00:00:10,,Breaking Bad: Season 5: Felina (Episode 16),,,,,
Jimmy,2024-05-29 17:54:58,00:16:02,,Breaking Bad: Season 5: Granite State (Episode 15),,,,,
Jimmy,2024-05-29 12:57:09,00:23:39,,Breaking Bad: Season 5: Granite State (Episode 15),,,,,
Jimmy,2024-05-29 06:28:23,00:02:05,,Breaking Bad: Season 5: Granite State (Episode 15),,,,,
Jimmy,2024-05-29 06:00:29,00:26:48,,Breaking Bad: Season 5: Ozymandias (Episode 14),,,,,
Jimmy,2024-05-29 05:43:38,00:16:33,,Breaking Bad: Season 5: To'hajiilee (Episode 13),,,,,
Jimmy,2024-05-29 04:39:22,00:20:59,,Breaking Bad: Season 5: To'hajiilee (Episode 13),,,,,
Jimmy,2024-05-29 04:22:01,00:17:07,,Breaking Bad: Season 5: Rabid Dog (Episode 12),,,,,
Jimmy,2024-05-29 00:34:49,00:06:23,,Breaking Bad: Season 5: Rabid Dog (Episode 12),,,,,
Jimmy,2024-05-29 00:13:43,00:07:57,,Breaking Bad: Season 5: Rabid Dog (Episode 12),,,,,
Jimmy,2024-05-29 00:10:58,00:01:51,,Breaking Bad: Season 5: Rabid Dog (Episode 12),,,,,
Jimmy,2024-05-28 23:53:34,00:17:13,,Breaking Bad: Season 5: Confessions (Episode 11),,,,,
Jimmy,2024-05-28 23:21:20,00:18:24,,Breaking Bad: Season 5: Confessions (Episode 11),,,,,
Jimmy,2024-05-28 23:08:46,00:12:23,,Breaking Bad: Season 5: Buried (Episode 10),,,,,
Jimmy,2024-05-28 18:09:16,00:17:35,,Breaking Bad: Season 5: Buried (Episode 10),,,,,
Jimmy,2024-05-28 18:07:39,00:01:37,,Breaking Bad: Season 5: Blood Money (Episode 9),,,,,
Jimmy,2024-05-28 12:44:47,00:22:07,,Breaking Bad: Season 5: Blood Money (Episode 9),,,,,
Jimmy,2024-05-27 19:04:08,00:05:28,,Breaking Bad: Season 5: Blood Money (Episode 9),,,,,
Jimmy,2024-05-27 17:50:13,00:09:38,,Breaking Bad: Season 5: Blood Money (Episode 9),,,,,
Jimmy,2024-05-27 14:45:51,00:02:50,,Breaking Bad: Season 5: Blood Money (Episode 9),,,,,
Jimmy,2024-05-27 14:40:51,00:00:04,,Breaking Bad: Season 5: Blood Money (Episode 9),,,,,
Jimmy,2024-05-27 14:25:56,00:12:31,,Breaking Bad: Season 5: Gliding Over All (Episode 8),,,,,
Jimmy,2024-05-27 13:15:39,00:16:24,,Breaking Bad: Season 5: Gliding Over All (Episode 8),,,,,
Jimmy,2024-05-27 06:30:24,00:03:57,,Breaking Bad: Season 5: Gliding Over All (Episode 8),,,,,
Jimmy,2024-05-27 05:53:08,00:34:09,,Breaking Bad: Season 5: Say My Name (Episode 7),,,,,
Jimmy,2024-05-27 05:26:47,00:05:14,,Breaking Bad: Season 5: Say My Name (Episode 7),,,,,
Jimmy,2024-05-27 04:57:54,00:03:51,,Breaking Bad: Season 5: Say My Name (Episode 7),,,,,
Jimmy,2024-05-27 04:53:40,00:04:11,,Breaking Bad: Season 5: Buyout (Episode 6),,,,,
Jimmy,2024-05-27 04:12:26,00:16:42,,Breaking Bad: Season 5: Buyout (Episode 6),,,,,
Jimmy,2024-05-26 22:29:53,00:07:49,,Breaking Bad: Season 5: Buyout (Episode 6),,,,,
Jimmy,2024-05-26 22:29:47,00:00:04,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_primary_16x9,HOOK,,,,
Jimmy,2024-05-26 22:29:46,00:00:02,,Breaking Bad: Season 5: Buyout (Episode 6),,,,,
Jimmy,2024-05-26 22:29:34,00:00:09,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_primary_16x9,HOOK,,,,
Jimmy,2024-05-26 22:29:34,00:00:08,,Breaking Bad: Season 5: Buyout (Episode 6),,,,,
Jimmy,2024-05-26 21:53:16,00:06:34,,Breaking Bad: Season 5: Buyout (Episode 6),,,,,
Jimmy,2024-05-26 21:26:10,00:01:36,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_03_16x9,HOOK,,,,
Jimmy,2024-05-26 21:26:10,00:26:49,,Breaking Bad: Season 5: Dead Freight (Episode 5),,,,,
Jimmy,2024-05-26 18:56:32,00:01:42,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_04_16x9,HOOK,,,,
Jimmy,2024-05-26 18:56:32,00:14:02,,Breaking Bad: Season 5: Dead Freight (Episode 5),,,,,
Jimmy,2024-05-26 18:56:21,00:00:09,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_04_16x9,HOOK,,,,
Jimmy,2024-05-26 18:56:03,00:00:04,,Breaking Bad: Season 5: Dead Freight (Episode 5),,,,,
Jimmy,2024-05-26 14:41:09,00:10:57,,Breaking Bad: Season 5: Fifty-One (Episode 4),,,,,
Jimmy,2024-05-26 05:49:14,00:10:24,,Breaking Bad: Season 5: Fifty-One (Episode 4),,,,,
Jimmy,2024-05-26 04:12:11,00:27:05,,Breaking Bad: Season 5: Fifty-One (Episode 4),,,,,
Jimmy,2024-05-26 03:57:44,00:10:38,,Breaking Bad: Season 5: Hazard Pay (Episode 3),,,,,
Jimmy,2024-05-26 03:18:02,00:21:32,,Breaking Bad: Season 5: Hazard Pay (Episode 3),,,,,
Jimmy,2024-05-25 19:33:19,00:14:16,,Breaking Bad: Season 5: Hazard Pay (Episode 3),,,,,
Jimmy,2024-05-25 19:17:56,00:15:02,,Breaking Bad: Season 5: Madrigal (Episode 2),,,,,
Jimmy,2024-05-25 15:51:26,00:18:23,,Breaking Bad: Season 5: Madrigal (Episode 2),,,,,
Jimmy,2024-05-25 15:05:34,00:05:21,,Breaking Bad: Season 5: Madrigal (Episode 2),,,,,
Jimmy,2024-05-25 15:05:06,00:00:09,,Breaking Bad: Season 5: Hazard Pay (Episode 3),,,,,
Jimmy,2024-05-25 15:05:00,00:00:04,,Breaking Bad: Season 5: Madrigal (Episode 2),,,,,
Jimmy,2024-05-24 17:05:03,00:11:07,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,,,,
Jimmy,2024-05-24 16:24:43,00:10:25,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,,,,
Jimmy,2024-05-24 14:25:04,00:18:02,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,,,,
Jimmy,2024-05-24 13:31:34,00:00:05,,Breaking Bad: Season 5: Live Free Or Die (Episode 1),,,,,
Jimmy,2024-05-24 12:44:55,00:42:15,,Breaking Bad: Season 4: Face Off (Episode 13),,,,,
Jimmy,2024-05-24 06:09:59,00:21:51,,Breaking Bad: Season 4: End Times (Episode 12),,,,,
Jimmy,2024-05-24 04:01:08,00:06:04,,Breaking Bad: Season 4: End Times (Episode 12),,,,,
Jimmy,2024-05-24 02:58:47,00:44:03,,Breaking Bad: Season 4: Crawl Space (Episode 11),,,,,
Jimmy,2024-05-24 02:21:43,00:36:25,,Breaking Bad: Season 4: Salud (Episode 10),,,,,
Jimmy,2024-05-23 18:24:40,00:02:26,,Breaking Bad: Season 4: Salud (Episode 10),,,,,
Jimmy,2024-05-23 17:49:29,00:34:42,,Breaking Bad: Season 4: Bug (Episode 9),,,,,
Jimmy,2024-05-23 16:39:36,00:05:06,,Breaking Bad: Season 4: Bug (Episode 9),,,,,
Jimmy,2024-05-23 16:21:36,00:17:57,,Breaking Bad: Season 4: Hermanos (Episode 8),,,,,
Jimmy,2024-05-23 06:36:36,00:13:45,,Breaking Bad: Season 4: Hermanos (Episode 8),,,,,
Jimmy,2024-05-23 04:29:01,00:12:05,,Breaking Bad: Season 4: Hermanos (Episode 8),,,,,
Jimmy,2024-05-22 22:36:41,00:00:09,,Breaking Bad: Season 4: Hermanos (Episode 8),,,,,
Jimmy,2024-05-22 22:12:07,00:24:30,,Breaking Bad: Season 4: Problem Dog (Episode 7),,,,,
Jimmy,2024-05-22 17:35:24,00:17:29,,Breaking Bad: Season 4: Problem Dog (Episode 7),,,,,
Jimmy,2024-05-22 14:19:31,00:01:21,,Breaking Bad: Season 4: Problem Dog (Episode 7),,,,,
Jimmy,2024-05-22 14:06:39,00:12:34,,Breaking Bad: Season 4: Cornered (Episode 6),,,,,
Jimmy,2024-05-22 12:47:03,00:21:00,,Breaking Bad: Season 4: Cornered (Episode 6),,,,,
Jimmy,2024-05-22 06:13:34,00:09:36,,Breaking Bad: Season 4: Cornered (Episode 6),,,,,
Jimmy,2024-05-22 05:46:08,00:26:57,,Breaking Bad: Season 4: Shotgun (Episode 5),,,,,
Jimmy,2024-05-21 17:56:30,00:12:58,,Breaking Bad: Season 4: Shotgun (Episode 5),,,,,
Jimmy,2024-05-21 17:39:01,00:16:50,,Breaking Bad: Season 4: Bullet Points (Episode 4),,,,,
Jimmy,2024-05-21 06:58:18,00:20:52,,Breaking Bad: Season 4: Bullet Points (Episode 4),,,,,
Jimmy,2024-05-21 06:56:25,00:01:37,,Breaking Bad: Season 4: Open House (Episode 3),,,,,
Jimmy,2024-05-21 04:20:43,00:37:30,,Breaking Bad: Season 4: Open House (Episode 3),,,,,
Jimmy,2024-05-21 04:12:43,00:03:39,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,,,,
Jimmy,2024-05-21 02:26:39,00:23:40,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,,,,
Jimmy,2024-05-20 19:47:28,00:06:12,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,,,,
Jimmy,2024-05-20 18:10:04,00:10:14,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,,,,
Jimmy,2024-05-20 13:20:29,00:00:34,,Breaking Bad: Season 4: Thirty-Eight Snub (Episode 2),,,,,
Jimmy,2024-05-20 12:42:38,00:31:45,,Breaking Bad: Season 4: Box Cutter (Episode 1),,,,,
Jimmy,2024-05-20 06:37:00,00:00:03,,Breaking Bad: Season 4: Box Cutter (Episode 1),,,,,
Jimmy,2024-05-20 06:11:22,00:25:19,,Breaking Bad: Season 3: Full Measure (Episode 13),,,,,
Jimmy,2024-05-19 15:22:48,00:28:27,,Mother of the Bride,,,,,
Jimmy,2024-05-19 15:22:31,00:00:02,,Mother of the Bride,,,,,
Jimmy,2024-05-19 03:51:34,00:54:20,,Mother of the Bride,,,,,
Jimmy,2024-05-19 03:49:07,00:02:07,,Trailer: Mother of the Bride,TRAILER,,,,
Jimmy,2024-05-19 03:48:58,00:00:06,"Autoplayed: user action: None; ",Inciting Incident Clip 2: Mother of the Bride,HOOK,,,,
Jimmy,2024-05-19 03:48:34,00:00:04,"Autoplayed: user action: None; ",Informative Clip 2: The Guardian of the Monarchs,HOOK,,,,
Jimmy,2024-05-18 20:48:23,00:20:59,,Breaking Bad: Season 3: Full Measure (Episode 13),,,,,
Jimmy,2024-05-18 20:20:24,00:00:08,,Breaking Bad: Season 3: Full Measure (Episode 13),,,,,
Jimmy,2024-05-18 19:53:33,00:26:48,,Breaking Bad: Season 3: Half Measures (Episode 12),,,,,
Jimmy,2024-05-18 04:05:27,00:19:17,,Breaking Bad: Season 3: Half Measures (Episode 12),,,,,
Jimmy,2024-05-18 03:31:57,00:32:38,,Breaking Bad: Season 3: Abiquiu (Episode 11),,,,,
Jimmy,2024-05-17 23:42:00,00:12:10,,Breaking Bad: Season 3: Abiquiu (Episode 11),,,,,
Jimmy,2024-05-17 23:41:44,00:00:11,,Breaking Bad: Season 3: Half Measures (Episode 12),,,,,
Jimmy,2024-05-17 23:41:41,00:00:01,,Breaking Bad: Season 3: Abiquiu (Episode 11),,,,,
Jimmy,2024-05-17 15:50:44,00:23:27,,Breaking Bad: Season 3: Fly (Episode 10),,,,,
Jimmy,2024-05-17 04:27:12,00:21:29,,Breaking Bad: Season 3: Fly (Episode 10),,,,,
Jimmy,2024-05-17 03:37:24,00:46:31,,Breaking Bad: Season 3: Kafkaesque (Episode 9),,,,,
Jimmy,2024-05-17 02:43:35,00:22:37,,Breaking Bad: Season 3: I See You (Episode 8),,,,,
Jimmy,2024-05-17 00:18:26,00:21:46,,Breaking Bad: Season 3: I See You (Episode 8),,,,,
Jimmy,2024-05-16 17:28:21,00:00:10,,Breaking Bad: Season 3: I See You (Episode 8),,,,,
Jimmy,2024-05-16 17:19:51,00:08:26,,Breaking Bad: Season 3: One Minute (Episode 7),,,,,
Jimmy,2024-05-16 05:42:26,00:29:32,,Breaking Bad: Season 3: One Minute (Episode 7),,,,,
Jimmy,2024-05-16 04:56:11,00:00:02,,Breaking Bad: Season 3: One Minute (Episode 7),,,,,
Jimmy,2024-05-16 04:32:53,00:23:06,,Breaking Bad: Season 3: Sunset (Episode 6),,,,,
Jimmy,2024-05-15 23:29:25,00:11:01,,Breaking Bad: Season 3: Sunset (Episode 6),,,,,
Jimmy,2024-05-15 21:52:24,00:06:35,,Breaking Bad: Season 3: Sunset (Episode 6),,,,,
Jimmy,2024-05-15 17:15:34,00:25:17,,Breaking Bad: Season 3: Mas (Episode 5),,,,,
Jimmy,2024-05-15 12:41:24,00:18:15,,Breaking Bad: Season 3: Mas (Episode 5),,,,,
Jimmy,2024-05-15 12:40:50,00:00:26,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_primary_16x9,HOOK,,,,
Jimmy,2024-05-15 12:40:19,00:00:11,,Breaking Bad: Season 3: One Minute (Episode 7),,,,,
Jimmy,2024-05-15 08:23:24,00:39:42,"Autoplayed: user action: None; ",Breaking Bad: Season 3: One Minute (Episode 7),,,,,
Jimmy,2024-05-15 07:36:57,00:46:26,,Breaking Bad: Season 3: Sunset (Episode 6),,,,,
Jimmy,2024-05-15 06:50:12,00:46:39,,Breaking Bad: Season 3: Mas (Episode 5),,,,,
Jimmy,2024-05-15 05:58:53,00:43:29,,Breaking Bad: Season 3: Green Light (Episode 4),,,,,
Jimmy,2024-05-15 05:44:10,00:13:47,,Breaking Bad: Season 3: I.F.T. (Episode 3),,,,,
Jimmy,2024-05-15 04:50:18,00:11:03,,Breaking Bad: Season 3: I.F.T. (Episode 3),,,,,
Jimmy,2024-05-14 19:33:42,00:03:33,,Breaking Bad: Season 3: I.F.T. (Episode 3),,,,,
Jimmy,2024-05-14 17:36:55,00:16:34,,Breaking Bad: Season 3: I.F.T. (Episode 3),,,,,
Jimmy,2024-05-14 17:29:20,00:07:34,,Breaking Bad: Season 3: Caballo Sin Nombre (Episode 2),,,,,
Jimmy,2024-05-14 14:57:00,00:17:12,,Breaking Bad: Season 3: Caballo Sin Nombre (Episode 2),,,,,
Jimmy,2024-05-14 14:15:53,00:14:46,,Breaking Bad: Season 3: Caballo Sin Nombre (Episode 2),,,,,
Jimmy,2024-05-14 13:01:40,00:02:01,,Breaking Bad: Season 3: Caballo Sin Nombre (Episode 2),,,,,
Jimmy,2024-05-14 12:43:11,00:18:26,,Breaking Bad: Season 3: No Más (Episode 1),,,,,
Jimmy,2024-05-12 17:12:18,00:02:23,,Breaking Bad: Season 3: No Más (Episode 1),,,,,
Jimmy,2024-05-12 16:48:13,00:18:28,,Breaking Bad: Season 3: No Más (Episode 1),,,,,
Jimmy,2024-05-12 03:36:48,00:00:52,,Breaking Bad: Season 3: No Más (Episode 1),,,,,
Jimmy,2024-05-12 02:41:17,00:46:55,,Breaking Bad: Season 2: ABQ (Episode 13),,,,,
Jimmy,2024-05-12 01:53:59,00:46:31,,Breaking Bad: Season 2: Phoenix (Episode 12),,,,,
Jimmy,2024-05-12 01:34:00,00:15:02,,Breaking Bad: Season 2: Mandala (Episode 11),,,,,
Jimmy,2024-05-12 00:03:56,00:10:21,,Breaking Bad: Season 2: Mandala (Episode 11),,,,,
Jimmy,2024-05-11 16:37:45,00:19:28,,Breaking Bad: Season 2: Mandala (Episode 11),,,,,
Jimmy,2024-05-11 13:35:03,00:00:02,,Breaking Bad: Season 2: Mandala (Episode 11),,,,,
Jimmy,2024-05-11 12:59:54,00:30:11,,Breaking Bad: Season 2: Over (Episode 10),,,,,
Jimmy,2024-05-11 06:19:41,00:13:47,,Breaking Bad: Season 2: Over (Episode 10),,,,,
Jimmy,2024-05-11 04:37:09,00:00:25,"Autoplayed: user action: None; ",The Gentlemen_hook_primary_16x9,HOOK,,,,
Jimmy,2024-05-11 04:36:28,00:00:15,,Breaking Bad: Season 2: Over (Episode 10),,,,,
Jimmy,2024-05-11 03:52:27,00:39:06,,Breaking Bad: Season 2: 4 Days Out (Episode 9),,,,,
Jimmy,2024-05-10 16:46:00,00:03:34,,Breaking Bad: Season 2: 4 Days Out (Episode 9),,,,,
Jimmy,2024-05-10 16:41:38,00:04:21,,Breaking Bad: Season 2: Better Call Saul (Episode 8),,,,,
Jimmy,2024-05-10 04:25:46,00:32:39,,Breaking Bad: Season 2: Better Call Saul (Episode 8),,,,,
Jimmy,2024-05-10 00:26:22,00:09:59,,Breaking Bad: Season 2: Better Call Saul (Episode 8),,,,,
Jimmy,2024-05-10 00:26:13,00:00:07,"Autoplayed: user action: None; ",Breaking Bad: Season 1_hook_primary_16x9,HOOK,,,,
Jimmy,2024-05-10 00:22:18,00:03:47,,Breaking Bad: Season 2: 4 Days Out (Episode 9),,,,,
Jimmy,2024-05-10 00:22:13,00:00:03,,Breaking Bad: Season 2: Better Call Saul (Episode 8),,,,,
Jimmy,2024-05-09 22:41:51,00:00:08,,Breaking Bad: Season 2: Better Call Saul (Episode 8),,,,,
Jimmy,2024-05-09 22:25:55,00:15:10,,Breaking Bad: Season 2: Negro y Azul (Episode 7),,,,,
Jimmy,2024-05-09 21:15:57,00:31:30,,Breaking Bad: Season 2: Negro y Azul (Episode 7),,,,,
Jimmy,2024-05-09 20:11:04,00:42:33,,Breaking Bad: Season 2: Peekaboo (Episode 6),,,,,
Jimmy,2024-05-09 19:04:02,00:46:50,,Breaking Bad: Season 2: Breakage (Episode 5),,,,,
Jimmy,2024-05-09 18:41:04,00:20:26,,Breaking Bad: Season 2: Down (Episode 4),,,,,
Jimmy,2024-05-09 15:40:40,00:21:08,,Breaking Bad: Season 2: Down (Episode 4),,,,,
Jimmy,2024-05-09 15:40:11,00:00:10,,Breaking Bad: Season 2: Down (Episode 4),,,,,
Jimmy,2024-05-08 20:52:03,00:05:00,,Breaking Bad: Season 2: Down (Episode 4),,,,,
Jimmy,2024-05-08 19:39:24,00:45:35,,Breaking Bad: Season 2: Bit by a Dead Bee (Episode 3),,,,,
Jimmy,2024-05-08 19:23:05,00:16:16,,Breaking Bad: Season 2: Grilled (Episode 2),,,,,
Jimmy,2024-05-08 17:20:19,00:25:15,,Breaking Bad: Season 2: Grilled (Episode 2),,,,,
Jimmy,2024-05-08 06:43:00,00:04:39,,Breaking Bad: Season 2: Grilled (Episode 2),,,,,
Jimmy,2024-05-07 23:28:21,00:00:05,,Breaking Bad: Season 2: Grilled (Episode 2),,,,,
Jimmy,2024-05-07 22:34:16,00:33:46,,Breaking Bad: Season 2: Seven Thirty-Seven (Episode 1),,,,,
Jimmy,2024-05-07 22:02:25,00:07:33,,The Roast of Tom Brady,,,,,
Jimmy,2024-05-07 19:10:06,00:08:14,,Breaking Bad: Season 2: Seven Thirty-Seven (Episode 1),,,,,
Jimmy,2024-05-07 16:02:43,00:01:07,,Breaking Bad: Season 2: Seven Thirty-Seven (Episode 1),,,,,
Jimmy,2024-05-07 15:42:17,00:20:25,,Breaking Bad: Season 1: A No-Rough-Stuff-Type Deal (Episode 7),,,,,
Jimmy,2024-05-07 04:25:16,00:23:01,,The Roast of Tom Brady,,,,,
Jimmy,2024-05-07 02:57:59,00:11:09,,Breaking Bad: Season 1: A No-Rough-Stuff-Type Deal (Episode 7),,,,,
Jimmy,2024-05-06 21:31:05,00:32:19,,The Roast of Tom Brady,,,,,
Jimmy,2024-05-06 19:18:33,00:14:30,,Breaking Bad: Season 1: A No-Rough-Stuff-Type Deal (Episode 7),,,,,
Jimmy,2024-05-06 19:06:07,00:12:23,,Breaking Bad: Season 1: Crazy Handful of Nothin' (Episode 6),,,,,
Jimmy,2024-05-06 15:42:05,00:21:38,,Breaking Bad: Season 1: Crazy Handful of Nothin' (Episode 6),,,,,
Jimmy,2024-05-06 01:31:12,00:07:46,,Breaking Bad: Season 1: Crazy Handful of Nothin' (Episode 6),,,,,
Jimmy,2024-05-06 00:46:46,00:04:49,,Breaking Bad: Season 1: Crazy Handful of Nothin' (Episode 6),,,,,
Jimmy,2024-05-05 23:44:30,00:47:27,,Breaking Bad: Season 1: Gray Matter (Episode 5),,,,,
Jimmy,2024-05-05 23:07:14,00:37:13,,Breaking Bad: Season 1: Cancer Man (Episode 4),,,,,
Jimmy,2024-05-05 22:34:39,00:02:22,,Breaking Bad: Season 1: Cancer Man (Episode 4),,,,,
Jimmy,2024-05-05 19:40:02,00:06:51,,Breaking Bad: Season 1: Cancer Man (Episode 4),,,,,
Jimmy,2024-05-05 19:05:08,00:34:32,,Breaking Bad: Season 1: And the Bag's in the River (Episode 3),,,,,
Jimmy,2024-05-05 17:09:07,00:11:07,,Breaking Bad: Season 1: And the Bag's in the River (Episode 3),,,,,
